bit_change,one_ratio,prefix_number,zero_ratio,is_prefix,max_len,total_len,word_number,classe
1,0.375,8,0.625,1,6,8,2,1
1,0.3,10,0.7,1,6,10,2,1
3,0.7333333333333333,11,0.26666666666666666,0,5,15,4,0
3,0.5,15,0.5,0,7,18,4,1
2,0.7142857142857143,6,0.2857142857142857,0,5,7,3,0
1,0.5,3,0.5,0,3,4,2,1
3,0.5625,12,0.4375,0,7,16,4,1
3,0.6153846153846154,11,0.38461538461538464,0,5,13,4,0
2,0.5,8,0.5,0,6,12,3,1
4,0.4117647058823529,12,0.5882352941176471,0,6,17,5,0
2,0.4,9,0.6,0,5,15,4,1
3,0.46153846153846156,10,0.5384615384615384,0,5,13,4,0
1,0.5714285714285714,5,0.42857142857142855,0,5,7,2,1
0,0.5,6,0.5,1,6,6,1,1
2,0.2727272727272727,7,0.7272727272727273,0,5,11,4,1
1,0.7142857142857143,7,0.2857142857142857,1,6,7,2,1
2,0.3333333333333333,10,0.6666666666666666,1,5,12,3,1
2,0.4444444444444444,17,0.5555555555555556,1,7,18,3,1
4,0.3333333333333333,7,0.6666666666666666,0,3,12,5,0
3,0.6086956521739131,19,0.391304347826087,1,7,23,4,1
3,0.5,12,0.5,0,6,16,4,0
4,0.5454545454545454,8,0.45454545454545453,0,6,11,5,0
3,0.7142857142857143,10,0.2857142857142857,0,7,14,4,0
4,0.4375,12,0.5625,0,5,16,5,0
3,0.7272727272727273,7,0.2727272727272727,0,6,11,4,0
4,0.625,12,0.375,0,6,16,5,0
3,0.5882352941176471,15,0.4117647058823529,1,5,17,4,1
4,0.38461538461538464,9,0.6153846153846154,0,6,13,5,0
1,0.7272727272727273,9,0.2727272727272727,1,6,11,2,1
4,0.38095238095238093,16,0.6190476190476191,0,6,21,5,0
3,0.5263157894736842,13,0.47368421052631576,0,7,19,4,1
3,0.30434782608695654,18,0.6956521739130435,1,6,23,4,1
2,0.4375,15,0.5625,1,7,16,3,1
0,0.3333333333333333,6,0.6666666666666666,1,6,6,1,1
3,0.5454545454545454,9,0.45454545454545453,0,6,11,4,0
0,0.2,5,0.8,1,5,5,1,1
4,0.6818181818181818,14,0.3181818181818182,0,6,22,5,0
4,0.8235294117647058,11,0.17647058823529413,0,6,17,5,0
3,0.4482758620689655,20,0.5517241379310345,0,7,29,5,1
1,0.3333333333333333,7,0.6666666666666666,0,7,9,3,1
3,0.3181818181818182,12,0.6818181818181818,0,7,22,4,1
4,0.5,18,0.5,0,7,22,5,1
1,0.42857142857142855,6,0.5714285714285714,0,6,7,2,1
3,0.6153846153846154,10,0.38461538461538464,0,6,13,5,1
2,0.3333333333333333,8,0.6666666666666666,0,7,9,3,0
4,0.4,11,0.6,0,6,15,5,0
3,0.4,10,0.6,0,5,15,4,0
1,0.5,10,0.5,1,5,10,2,1
3,0.5,7,0.5,0,3,10,4,1
3,0.3181818181818182,18,0.6818181818181818,1,7,22,4,1
3,0.47619047619047616,19,0.5238095238095238,1,6,21,4,1
2,0.3333333333333333,13,0.6666666666666666,0,7,15,3,1
1,0.2857142857142857,6,0.7142857142857143,0,6,7,2,1
1,0.6363636363636364,10,0.36363636363636365,1,6,11,2,1
2,0.42857142857142855,13,0.5714285714285714,1,7,14,3,1
4,0.47368421052631576,16,0.5263157894736842,0,7,19,5,0
3,0.5384615384615384,21,0.46153846153846156,1,7,26,4,1
3,0.7142857142857143,10,0.2857142857142857,0,4,14,4,1
1,0.625,7,0.375,1,5,8,2,1
2,0.5,11,0.5,0,7,16,3,1
3,0.8571428571428571,8,0.14285714285714285,0,6,14,4,0
2,0.36363636363636365,8,0.6363636363636364,0,5,11,4,1
1,0.5,6,0.5,1,4,6,2,1
3,0.42857142857142855,10,0.5714285714285714,0,7,14,4,0
2,0.625,13,0.375,1,6,16,3,1
3,0.36363636363636365,9,0.6363636363636364,0,4,11,4,0
4,0.4,15,0.6,0,7,20,5,0
1,0.4,10,0.6,1,6,10,2,1
1,0.5555555555555556,7,0.4444444444444444,0,7,9,2,1
2,0.7142857142857143,5,0.2857142857142857,0,4,7,3,0
3,0.7,8,0.3,0,5,10,4,0
2,0.5833333333333334,11,0.4166666666666667,1,6,12,3,1
2,0.42857142857142855,5,0.5714285714285714,0,4,7,3,1
3,0.47619047619047616,15,0.5238095238095238,1,7,21,4,1
1,0.625,6,0.375,0,6,8,2,1
2,0.4166666666666667,10,0.5833333333333334,0,7,12,3,0
4,0.26666666666666666,9,0.7333333333333333,0,6,15,5,0
0,0.8571428571428571,7,0.14285714285714285,1,7,7,1,1
1,0.6923076923076923,7,0.3076923076923077,0,7,13,2,1
3,0.7777777777777778,7,0.2222222222222222,0,4,9,4,0
4,0.47058823529411764,13,0.5294117647058824,0,7,17,5,0
1,0.3333333333333333,11,0.6666666666666666,1,6,12,2,1
2,0.3,8,0.7,0,5,10,3,1
3,0.4117647058823529,12,0.5882352941176471,0,6,17,4,1
2,0.6666666666666666,14,0.3333333333333333,0,7,15,3,1
2,0.5,11,0.5,1,7,12,3,1
3,0.4117647058823529,12,0.5882352941176471,0,6,17,4,1
4,0.38095238095238093,12,0.6190476190476191,0,6,21,5,1
4,0.5625,10,0.4375,0,7,16,5,0
3,0.6666666666666666,13,0.3333333333333333,0,6,15,4,0
3,0.2916666666666667,18,0.7083333333333334,1,7,24,4,1
3,0.15384615384615385,8,0.8461538461538461,0,5,13,4,0
3,0.46153846153846156,8,0.5384615384615384,0,4,13,5,0
2,0.4166666666666667,10,0.5833333333333334,0,7,12,3,1
3,0.47058823529411764,13,0.5294117647058824,0,7,17,4,1
4,0.631578947368421,15,0.3684210526315789,0,7,19,5,0
2,0.7142857142857143,13,0.2857142857142857,1,6,14,3,1
1,0.42857142857142855,7,0.5714285714285714,1,6,7,2,1
3,0.6470588235294118,13,0.35294117647058826,1,7,17,4,1
1,0.5,7,0.5,0,6,8,3,1
4,0.5185185185185185,22,0.48148148148148145,0,7,27,5,1
3,0.5,12,0.5,1,7,16,4,1
3,0.6666666666666666,13,0.3333333333333333,0,7,21,5,0
3,0.3684210526315789,16,0.631578947368421,1,6,19,4,1
4,0.42857142857142855,10,0.5714285714285714,0,4,14,5,0
2,0.7142857142857143,4,0.2857142857142857,0,4,7,3,0
2,0.8,14,0.2,0,7,15,3,0
4,0.5925925925925926,20,0.4074074074074074,1,7,27,5,1
4,0.35294117647058826,11,0.6470588235294118,0,4,17,5,0
1,0.375,8,0.625,1,4,8,2,1
3,0.42857142857142855,15,0.5714285714285714,1,7,21,4,1
4,0.55,17,0.45,0,6,20,5,0
1,0.75,7,0.25,1,5,8,2,1
3,0.3888888888888889,15,0.6111111111111112,1,6,18,4,1
0,0.5,6,0.5,1,6,6,1,1
0,0.42857142857142855,7,0.5714285714285714,1,7,7,1,1
4,0.5263157894736842,14,0.47368421052631576,0,6,19,5,0
3,0.5714285714285714,5,0.42857142857142855,0,3,7,4,0
3,0.2,9,0.8,0,6,15,4,0
0,0.16666666666666666,6,0.8333333333333334,1,6,6,1,1
3,0.45,17,0.55,1,7,20,4,1
4,0.4074074074074074,21,0.5925925925925926,1,7,27,5,1
4,0.5,13,0.5,0,6,18,5,0
3,0.47368421052631576,15,0.5263157894736842,0,7,19,4,1
3,0.3,8,0.7,0,4,10,4,0
3,0.38461538461538464,11,0.6153846153846154,0,7,13,4,1
3,0.55,17,0.45,1,6,20,4,1
4,0.2777777777777778,12,0.7222222222222222,0,6,18,5,0
1,0.5454545454545454,11,0.45454545454545453,1,6,11,2,1
3,0.5333333333333333,13,0.4666666666666667,0,6,15,4,1
2,0.5454545454545454,8,0.45454545454545453,0,6,11,3,1
4,0.5294117647058824,14,0.47058823529411764,0,6,17,5,0
1,0.5,3,0.5,0,3,4,2,1
4,0.5263157894736842,13,0.47368421052631576,0,6,19,5,1
4,0.42857142857142855,9,0.5714285714285714,0,5,14,5,0
1,0.42857142857142855,7,0.5714285714285714,1,5,7,2,1
3,0.5714285714285714,11,0.42857142857142855,0,7,14,4,0
4,0.4,9,0.6,0,5,15,5,1
1,0.125,7,0.875,0,7,8,2,1
2,0.7,7,0.3,0,5,10,4,0
0,0.3333333333333333,3,0.6666666666666666,0,3,6,2,1
3,0.4782608695652174,18,0.5217391304347826,1,7,23,4,1
2,0.5,10,0.5,1,6,12,3,1
4,0.14285714285714285,8,0.8571428571428571,0,5,14,5,0
1,0.2,5,0.8,1,3,5,2,1
3,0.47058823529411764,14,0.5294117647058824,0,7,17,5,0
2,0.47058823529411764,14,0.5294117647058824,1,7,17,3,1
2,0.6363636363636364,8,0.36363636363636365,0,7,11,3,1
4,0.5263157894736842,15,0.47368421052631576,0,6,19,5,1
2,0.35294117647058826,10,0.6470588235294118,0,5,17,4,1
1,0.5,4,0.5,1,3,4,2,1
4,0.631578947368421,14,0.3684210526315789,0,5,19,5,1
2,0.4166666666666667,10,0.5833333333333334,0,7,12,3,1
2,0.6923076923076923,10,0.3076923076923077,0,5,13,4,1
4,0.7272727272727273,17,0.2727272727272727,1,6,22,5,1
4,0.6296296296296297,19,0.37037037037037035,0,7,27,5,1
4,0.5,21,0.5,1,7,28,5,1
1,0.3333333333333333,6,0.6666666666666666,1,5,6,2,1
4,0.625,13,0.375,0,6,16,5,0
3,0.6875,13,0.3125,0,7,16,4,0
2,0.4,4,0.6,0,2,5,3,0
2,0.625,12,0.375,0,7,16,3,1
3,0.5,13,0.5,0,6,18,4,1
4,0.43478260869565216,16,0.5652173913043478,0,5,23,5,0
3,0.5,9,0.5,0,6,14,4,0
1,0.5,7,0.5,0,7,8,2,1
1,0.5,3,0.5,0,3,4,2,1
3,0.47058823529411764,15,0.5294117647058824,0,7,17,4,1
4,0.6666666666666666,14,0.3333333333333333,0,7,21,5,0
1,0.5,5,0.5,1,4,6,2,1
4,0.47619047619047616,15,0.5238095238095238,0,6,21,5,1
4,0.5384615384615384,17,0.46153846153846156,0,7,26,5,1
2,0.5555555555555556,17,0.4444444444444444,1,7,18,3,1
0,0.2857142857142857,7,0.7142857142857143,1,7,7,1,1
1,0.25,4,0.75,1,2,4,2,1
1,0.2857142857142857,7,0.7142857142857143,1,4,7,2,1
2,0.4375,13,0.5625,1,7,16,3,1
3,0.6,8,0.4,0,4,10,4,1
2,0.75,7,0.25,0,5,8,3,0
1,0.6923076923076923,10,0.3076923076923077,1,7,13,2,1
2,0.5384615384615384,11,0.46153846153846156,0,6,13,3,1
2,0.25,11,0.75,0,6,16,4,0
4,0.55,15,0.45,0,6,20,5,1
2,0.18181818181818182,9,0.8181818181818182,0,5,11,3,0
1,0.375,7,0.625,0,7,8,2,1
2,0.6153846153846154,12,0.38461538461538464,1,6,13,3,1
2,0.8,9,0.2,1,4,10,3,1
1,0.625,8,0.375,1,7,8,2,1
3,0.35714285714285715,12,0.6428571428571429,0,7,14,4,0
1,0.4444444444444444,9,0.5555555555555556,1,7,9,2,1
4,0.5652173913043478,15,0.43478260869565216,0,7,23,5,1
3,0.5714285714285714,12,0.42857142857142855,1,7,14,4,1
4,0.4,17,0.6,0,6,20,5,0
2,0.5,10,0.5,0,7,12,4,1
3,0.5,8,0.5,0,4,10,4,0
4,0.6428571428571429,10,0.35714285714285715,0,6,14,5,0
4,0.6818181818181818,17,0.3181818181818182,0,7,22,5,1
3,0.7,7,0.3,0,3,10,4,1
4,0.391304347826087,18,0.6086956521739131,0,7,23,5,0
0,0.5,4,0.5,1,4,4,1,1
4,0.38095238095238093,16,0.6190476190476191,0,7,21,5,0
4,0.5,20,0.5,1,7,24,5,1
3,0.42857142857142855,11,0.5714285714285714,0,5,14,4,1
4,0.64,18,0.36,0,7,25,5,1
2,0.36363636363636365,7,0.6363636363636364,0,5,11,3,1
0,0.4,5,0.6,1,5,5,1,1
4,0.5833333333333334,18,0.4166666666666667,0,7,24,5,0
3,0.5882352941176471,14,0.4117647058823529,0,7,17,4,0
1,0.5714285714285714,6,0.42857142857142855,1,5,7,2,1
2,0.4117647058823529,14,0.5882352941176471,1,7,17,3,1
4,0.42857142857142855,17,0.5714285714285714,0,7,21,5,1
3,0.631578947368421,13,0.3684210526315789,1,7,19,4,1
3,0.5,9,0.5,0,6,12,4,0
2,0.5,14,0.5,1,6,16,3,1
1,0.42857142857142855,7,0.5714285714285714,1,4,7,2,1
4,0.6,11,0.4,0,6,15,5,0
1,0.4444444444444444,9,0.5555555555555556,1,6,9,2,1
3,0.46153846153846156,8,0.5384615384615384,0,6,13,4,0
1,0.7142857142857143,4,0.2857142857142857,0,4,7,2,1
3,0.5,11,0.5,0,6,14,4,1
1,0.6666666666666666,6,0.3333333333333333,1,5,6,2,1
1,0.5555555555555556,9,0.4444444444444444,1,5,9,2,1
3,0.6923076923076923,11,0.3076923076923077,0,6,13,4,1
2,0.36363636363636365,6,0.6363636363636364,0,6,11,3,1
2,0.46153846153846156,12,0.5384615384615384,1,5,13,3,1
3,0.6842105263157895,14,0.3157894736842105,0,6,19,4,1
1,0.2727272727272727,11,0.7272727272727273,1,7,11,2,1
4,0.625,10,0.375,0,5,16,5,1
1,0.25,7,0.75,0,7,8,2,1
2,0.4166666666666667,8,0.5833333333333334,0,7,12,3,1
1,0.6153846153846154,13,0.38461538461538464,1,7,13,2,1
2,0.5333333333333333,12,0.4666666666666667,1,6,15,3,1
4,0.5,16,0.5,0,7,22,5,1
4,0.9411764705882353,6,0.058823529411764705,0,6,17,5,0
3,0.35714285714285715,12,0.6428571428571429,0,6,14,4,0
1,0.6666666666666666,9,0.3333333333333333,1,5,9,2,1
4,0.6,12,0.4,0,5,15,5,0
2,0.4375,15,0.5625,1,7,16,3,1
2,0.6,12,0.4,1,7,15,3,1
1,0.42857142857142855,7,0.5714285714285714,1,4,7,2,1
4,0.39285714285714285,20,0.6071428571428571,1,6,28,5,1
4,0.38095238095238093,15,0.6190476190476191,0,7,21,5,1
2,0.5,5,0.5,0,5,8,3,1
4,0.5555555555555556,13,0.4444444444444444,0,5,18,5,0
3,0.5789473684210527,14,0.42105263157894735,1,5,19,4,1
4,0.45454545454545453,24,0.5454545454545454,1,7,33,5,1
2,0.5714285714285714,6,0.42857142857142855,0,3,7,3,1
1,0.25,8,0.75,1,7,8,2,1
3,0.7058823529411765,13,0.29411764705882354,0,7,17,4,0
2,0.375,13,0.625,1,6,16,3,1
3,0.42857142857142855,17,0.5714285714285714,0,7,21,4,1
1,0.3,9,0.7,1,6,10,2,1
1,0.4444444444444444,9,0.5555555555555556,1,5,9,2,1
3,0.5,15,0.5,1,6,18,4,1
1,0.6666666666666666,8,0.3333333333333333,1,7,9,2,1
4,0.5555555555555556,11,0.4444444444444444,0,7,18,5,0
4,0.4444444444444444,13,0.5555555555555556,0,5,18,5,0
2,0.47058823529411764,15,0.5294117647058824,1,7,17,3,1
1,0.4,9,0.6,1,5,10,2,1
0,0.7142857142857143,7,0.2857142857142857,1,7,7,1,1
2,0.46153846153846156,12,0.5384615384615384,1,7,13,3,1
4,0.47058823529411764,12,0.5294117647058824,0,6,17,5,0
2,0.75,10,0.25,1,5,12,3,1
2,0.625,7,0.375,0,5,8,3,0
2,0.5,10,0.5,0,6,14,3,1
4,0.6190476190476191,15,0.38095238095238093,0,7,21,5,1
4,0.5555555555555556,14,0.4444444444444444,0,6,18,5,0
3,0.36363636363636365,20,0.6363636363636364,1,7,22,4,1
3,0.6666666666666666,12,0.3333333333333333,0,5,15,4,1
4,0.5714285714285714,16,0.42857142857142855,0,6,21,5,0
3,0.42105263157894735,14,0.5789473684210527,1,7,19,4,1
3,0.3888888888888889,16,0.6111111111111112,1,6,18,4,1
4,0.5714285714285714,20,0.42857142857142855,1,7,28,5,1
3,0.6153846153846154,21,0.38461538461538464,1,7,26,4,1
4,0.55,15,0.45,1,6,20,5,1
1,0.6363636363636364,11,0.36363636363636365,1,6,11,2,1
3,0.42105263157894735,13,0.5789473684210527,0,7,19,4,1
2,0.38461538461538464,10,0.6153846153846154,0,7,13,3,1
0,0.42857142857142855,7,0.5714285714285714,1,7,7,1,1
1,0.2857142857142857,6,0.7142857142857143,1,4,7,2,1
2,0.45454545454545453,10,0.5454545454545454,1,5,11,3,1
0,0.5,6,0.5,1,6,6,1,1
3,0.6363636363636364,19,0.36363636363636365,0,7,22,4,1
2,0.8333333333333334,4,0.16666666666666666,0,3,6,3,0
2,0.2,4,0.8,0,3,5,3,0
4,0.3684210526315789,13,0.631578947368421,0,6,19,5,1
3,0.42857142857142855,4,0.5714285714285714,0,2,7,4,0
3,0.5294117647058824,14,0.47058823529411764,1,7,17,4,1
3,0.7058823529411765,10,0.29411764705882354,0,5,17,5,0
1,0.5555555555555556,9,0.4444444444444444,1,7,9,2,1
4,0.5555555555555556,14,0.4444444444444444,0,6,18,5,0
1,0.5,6,0.5,0,6,10,2,0
1,0.5714285714285714,6,0.42857142857142855,1,4,7,2,1
1,0.6,5,0.4,1,4,5,2,1
2,0.6666666666666666,13,0.3333333333333333,0,7,15,3,1
3,0.46153846153846156,11,0.5384615384615384,0,7,13,4,0
1,0.5,7,0.5,1,6,10,2,1
3,0.5,11,0.5,0,7,14,5,1
4,0.36363636363636365,16,0.6363636363636364,1,6,22,5,1
3,0.4074074074074074,19,0.5925925925925926,0,7,27,5,1
4,0.5185185185185185,21,0.48148148148148145,1,7,27,5,1
1,0.8888888888888888,6,0.1111111111111111,0,6,9,2,1
1,0.875,8,0.125,1,7,8,2,1
4,0.45454545454545453,18,0.5454545454545454,1,6,22,5,1
1,0.3333333333333333,6,0.6666666666666666,1,4,6,2,1
4,0.47619047619047616,13,0.5238095238095238,0,7,21,5,1
2,0.6923076923076923,12,0.3076923076923077,1,7,13,3,1
3,0.4782608695652174,20,0.5217391304347826,1,7,23,4,1
3,0.21739130434782608,17,0.782608695652174,1,7,23,4,1
1,0.3076923076923077,8,0.6923076923076923,1,7,13,2,1
1,0.4,6,0.6,0,6,10,2,1
2,0.46153846153846156,12,0.5384615384615384,0,7,13,3,1
2,0.6,4,0.4,0,3,5,3,0
3,0.5263157894736842,15,0.47368421052631576,1,6,19,4,1
3,0.4666666666666667,10,0.5333333333333333,0,5,15,4,1
2,0.5625,15,0.4375,1,7,16,3,1
1,0.2857142857142857,11,0.7142857142857143,1,7,14,2,1
3,0.5555555555555556,13,0.4444444444444444,0,6,18,5,1
4,0.6818181818181818,15,0.3181818181818182,1,7,22,5,1
3,0.5,16,0.5,0,7,18,4,1
4,0.3684210526315789,10,0.631578947368421,0,6,19,5,0
2,0.3,9,0.7,0,7,10,3,1
1,0.6666666666666666,5,0.3333333333333333,1,4,6,2,1
4,0.6,15,0.4,0,6,20,5,0
2,0.47058823529411764,14,0.5294117647058824,1,7,17,3,1
4,0.43478260869565216,16,0.5652173913043478,0,7,23,5,0
0,0.3333333333333333,6,0.6666666666666666,1,6,6,1,1
4,0.4375,12,0.5625,0,6,16,5,1
4,0.5833333333333334,9,0.4166666666666667,0,5,12,5,0
1,0.3333333333333333,5,0.6666666666666666,1,4,6,2,1
3,0.4444444444444444,15,0.5555555555555556,1,6,18,4,1
1,0.5833333333333334,12,0.4166666666666667,1,7,12,2,1
2,0.6428571428571429,13,0.35714285714285715,1,7,14,3,1
4,0.5,19,0.5,0,6,24,5,1
4,0.6842105263157895,15,0.3157894736842105,0,6,19,5,0
2,0.625,15,0.375,1,6,16,3,1
4,0.5,7,0.5,0,4,10,5,0
4,0.6875,12,0.3125,0,6,16,5,0
4,0.35,17,0.65,0,7,20,5,0
1,0.6,9,0.4,1,6,10,2,1
1,0.16666666666666666,5,0.8333333333333334,1,4,6,2,1
2,0.5625,15,0.4375,1,6,16,3,1
3,0.5333333333333333,13,0.4666666666666667,0,6,15,4,1
4,0.45454545454545453,16,0.5454545454545454,0,7,22,5,1
1,0.5714285714285714,7,0.42857142857142855,1,5,7,2,1
4,0.45454545454545453,8,0.5454545454545454,0,4,11,5,0
3,0.5454545454545454,19,0.45454545454545453,1,7,22,4,1
4,0.55,13,0.45,1,6,20,5,1
0,0.4,5,0.6,1,5,5,1,1
1,0.25,6,0.75,1,5,8,2,1
4,0.6190476190476191,15,0.38095238095238093,0,7,21,5,0
4,0.4166666666666667,19,0.5833333333333334,0,7,24,5,1
1,0.14285714285714285,7,0.8571428571428571,1,4,7,2,1
4,0.4,19,0.6,0,6,25,5,1
4,0.5652173913043478,18,0.43478260869565216,0,7,23,5,1
3,0.5,12,0.5,0,5,14,4,1
4,0.5263157894736842,15,0.47368421052631576,0,6,19,5,0
1,0.4166666666666667,12,0.5833333333333334,1,6,12,2,1
2,0.5882352941176471,13,0.4117647058823529,0,7,17,4,1
3,0.55,17,0.45,1,6,20,4,1
2,0.15384615384615385,7,0.8461538461538461,0,5,13,3,1
3,0.5714285714285714,11,0.42857142857142855,0,5,14,4,1
4,0.6521739130434783,19,0.34782608695652173,0,6,23,5,0
4,0.6666666666666666,11,0.3333333333333333,0,6,15,5,0
2,0.4,11,0.6,0,7,15,3,1
2,0.42857142857142855,13,0.5714285714285714,1,7,14,3,1
3,0.45454545454545453,9,0.5454545454545454,0,4,11,4,1
2,0.46153846153846156,12,0.5384615384615384,1,6,13,3,1
4,0.45,15,0.55,0,6,20,5,1
3,0.3684210526315789,12,0.631578947368421,1,7,19,4,1
4,0.5454545454545454,8,0.45454545454545453,0,6,11,5,0
3,0.5238095238095238,16,0.47619047619047616,0,7,21,4,1
0,0.5714285714285714,7,0.42857142857142855,1,7,7,1,1
3,0.45,17,0.55,0,7,20,4,1
4,0.5,16,0.5,0,7,26,5,1
4,0.46153846153846156,9,0.5384615384615384,0,4,13,5,0
2,0.3333333333333333,7,0.6666666666666666,0,5,9,3,1
1,0.3333333333333333,2,0.6666666666666666,0,2,3,2,1
1,0.2857142857142857,6,0.7142857142857143,0,6,7,2,1
2,0.6666666666666666,13,0.3333333333333333,0,7,15,3,1
1,0.7142857142857143,6,0.2857142857142857,0,6,7,2,1
1,0.6666666666666666,8,0.3333333333333333,1,6,9,2,1
4,0.6428571428571429,10,0.35714285714285715,0,4,14,5,0
0,0.16666666666666666,6,0.8333333333333334,1,6,6,1,1
3,0.6666666666666666,5,0.3333333333333333,0,4,12,4,1
4,0.5,16,0.5,0,7,20,5,0
1,0.21428571428571427,13,0.7857142857142857,1,7,14,2,1
3,0.5333333333333333,10,0.4666666666666667,0,6,15,4,1
2,0.8461538461538461,7,0.15384615384615385,0,7,13,3,0
3,0.6666666666666666,7,0.3333333333333333,0,5,9,4,0
2,0.3333333333333333,11,0.6666666666666666,0,6,12,3,1
1,0.75,3,0.25,0,3,4,2,1
3,0.23529411764705882,14,0.7647058823529411,0,7,17,4,0
1,0.8571428571428571,5,0.14285714285714285,1,4,7,2,1
4,0.29411764705882354,12,0.7058823529411765,0,7,17,5,0
4,0.5652173913043478,17,0.43478260869565216,0,6,23,5,1
3,0.5789473684210527,17,0.42105263157894735,0,7,19,4,1
3,0.25,6,0.75,0,3,8,4,0
4,0.4117647058823529,13,0.5882352941176471,0,6,17,5,0
4,0.4166666666666667,17,0.5833333333333334,0,6,24,5,1
0,0.2857142857142857,7,0.7142857142857143,1,7,7,1,1
4,0.44,18,0.56,0,7,25,5,1
2,0.45454545454545453,10,0.5454545454545454,0,7,11,3,1
3,0.5,16,0.5,0,7,24,4,1
3,0.3125,12,0.6875,0,6,16,4,1
3,0.5789473684210527,16,0.42105263157894735,1,7,19,4,1
3,0.26666666666666666,13,0.7333333333333333,0,5,15,4,0
4,0.4444444444444444,22,0.5555555555555556,1,7,27,5,1
4,0.5806451612903226,23,0.41935483870967744,1,7,31,5,1
3,0.3333333333333333,10,0.6666666666666666,0,5,12,4,0
4,0.5384615384615384,10,0.46153846153846156,0,4,13,5,0
4,0.39285714285714285,24,0.6071428571428571,1,7,28,5,1
3,0.5454545454545454,15,0.45454545454545453,0,7,22,4,1
3,0.3333333333333333,13,0.6666666666666666,1,7,18,4,1
2,0.8,7,0.2,0,5,10,3,0
4,0.44,17,0.56,0,7,25,5,1
1,0.75,4,0.25,1,2,4,2,1
2,0.09090909090909091,7,0.9090909090909091,0,4,11,3,0
4,0.47619047619047616,17,0.5238095238095238,1,6,21,5,1
0,0.6,5,0.4,1,5,5,1,1
4,0.43478260869565216,19,0.5652173913043478,1,6,23,5,1
4,0.6190476190476191,17,0.38095238095238093,0,7,21,5,0
2,0.45454545454545453,8,0.5454545454545454,0,5,11,3,1
1,0.5,6,0.5,1,4,6,2,1
1,0.75,4,0.25,1,2,4,2,1
1,0.3333333333333333,3,0.6666666666666666,1,2,3,2,1
4,0.36,15,0.64,0,7,25,5,0
3,0.2222222222222222,6,0.7777777777777778,0,4,9,4,0
0,0.5,4,0.5,1,4,4,1,1
4,0.5,9,0.5,0,5,16,5,0
2,0.5,10,0.5,0,5,12,3,1
3,0.42857142857142855,12,0.5714285714285714,0,5,14,4,0
1,0.5714285714285714,7,0.42857142857142855,1,5,7,2,1
3,0.6,3,0.4,0,2,5,4,0
3,0.5294117647058824,14,0.47058823529411764,0,7,17,4,1
1,0.3333333333333333,8,0.6666666666666666,1,7,9,2,1
2,0.3,8,0.7,0,6,10,3,0
1,0.6,10,0.4,1,7,10,2,1
2,0.2857142857142857,5,0.7142857142857143,0,5,7,3,1
2,0.2727272727272727,8,0.7272727272727273,1,5,11,3,1
3,0.5238095238095238,17,0.47619047619047616,0,6,21,4,1
4,0.6666666666666666,12,0.3333333333333333,0,4,15,5,0
3,0.5,4,0.5,0,2,6,4,0
4,0.44,21,0.56,0,7,25,5,1
2,0.4666666666666667,13,0.5333333333333333,1,7,15,3,1
2,0.4444444444444444,13,0.5555555555555556,1,7,18,3,1
2,0.42857142857142855,11,0.5714285714285714,1,5,14,3,1
3,0.4444444444444444,15,0.5555555555555556,0,7,18,4,1
0,0.4,5,0.6,1,5,5,1,1
1,0.42857142857142855,13,0.5714285714285714,1,7,14,2,1
3,0.7857142857142857,8,0.21428571428571427,0,5,14,4,1
3,0.6111111111111112,15,0.3888888888888889,1,7,18,4,1
1,0.3333333333333333,4,0.6666666666666666,0,4,6,2,1
4,0.5294117647058824,13,0.47058823529411764,0,6,17,5,0
2,0.5,11,0.5,1,6,12,3,1
4,0.5,10,0.5,0,4,14,5,0
2,0.7142857142857143,10,0.2857142857142857,1,7,14,3,1
2,0.4,5,0.6,0,3,10,4,0
3,0.3076923076923077,8,0.6923076923076923,0,5,13,4,0
2,0.5,18,0.5,1,7,20,3,1
3,0.5454545454545454,8,0.45454545454545453,0,4,11,4,0
3,0.3684210526315789,16,0.631578947368421,0,7,19,4,1
2,0.5555555555555556,8,0.4444444444444444,0,6,9,3,1
0,0.5714285714285714,7,0.42857142857142855,1,7,7,1,1
1,0.5,7,0.5,0,7,8,2,1
2,0.5,3,0.5,0,3,6,3,1
4,0.5909090909090909,15,0.4090909090909091,1,6,22,5,1
2,0.6428571428571429,13,0.35714285714285715,1,7,14,3,1
4,0.75,11,0.25,0,6,20,5,0
3,0.5833333333333334,10,0.4166666666666667,0,5,12,4,0
3,0.42857142857142855,10,0.5714285714285714,0,6,14,5,0
2,0.5,7,0.5,0,5,8,3,1
1,0.6363636363636364,11,0.36363636363636365,1,6,11,2,1
4,0.625,10,0.375,0,5,16,5,0
1,0.3333333333333333,12,0.6666666666666666,1,7,12,2,1
0,0.6666666666666666,6,0.3333333333333333,1,6,6,1,1
3,0.35714285714285715,11,0.6428571428571429,0,4,14,4,0
4,0.3125,12,0.6875,0,6,16,5,0
3,0.6470588235294118,13,0.35294117647058826,0,7,17,4,1
2,0.5,9,0.5,1,5,12,3,1
3,0.15384615384615385,6,0.8461538461538461,0,6,13,4,0
4,0.34615384615384615,20,0.6538461538461539,0,7,26,5,1
2,0.7777777777777778,6,0.2222222222222222,0,6,9,3,0
2,0.7,9,0.3,1,5,10,3,1
2,0.42857142857142855,6,0.5714285714285714,0,5,7,3,0
